lob_id,gvkey,bvdid,naics,client_name
53f6b139-606b-59d7-bc73-c66c65d2f9d9,,,,DELAWARE NORTH COMPANIES INC
53f74531-d22b-5b8e-90c0-2d1d6170484c,,,,CSC SUGAR LLC
53f977a6-0f25-5a33-a16a-81e9f982c46b,,,,GUARDING AGAINST PANDEMICS
53fa8c7b-3586-5eab-9aa9-981c4e5ca3d3,,,,"LOCUS SOLUTIONS, LLC"
53fac378-b7ac-563d-9e30-5239fd7e90cd,,,,ROCKLAND INDUSTRIES
53fb28ba-04a3-5c7f-98fb-9f88763da207,,,,NEVADA TEST SITE HISTORICAL FOUNDATION
53fb68c8-cfda-58fb-abf5-191820f53712,,,,CALIFORNIA INSTITUTE OF TECHNOLOGY
53fbe39d-6e46-5ee6-af5b-71e0d3718aea,,,,GANDER INTERNATIONAL AIRPORT AUTHORITY
5400f61e-b3cd-5c86-82b7-6d3627b2971e,,,,"FUTUREGEN INDUSTRIAL ALLIANCE, INC."
54013479-9566-56d0-9ba3-050ba2328a29,,,,MARINER'S MUSEUM
5401e9c2-5c0b-518c-9ae8-f67d07010fd1,,,,DAVID NASSIF ASSOCIATES
540940c8-6868-5af8-8748-ebe437175286,,,,BEAR HEAD LNG CORPORATION
540abc20-eda3-51a9-b4d0-2bdb8c5cf192,,,,RISKWISE
540ade11-d859-5a3c-b201-7b288dcd1d86,,,,WHOLESALE & SPECIALTY INSURANCE ASSOCIATION
540cb40d-13de-50a2-a26f-ab7334a7c61f,,,,NATIONAL COUNCIL FOR COMMUNITY AND EDUCATION PARTNERSHIPS
540d59a9-23ae-5341-95ff-edaf1a495d94,006326,US060613548,3364,KAMAN CORP
540e93ce-ecb8-5be3-80ed-12aeadadb13e,,,,WELLMAN DYNAMICS
540f2414-39eb-5cd8-9b8c-66637c90c634,,,,CONTINENTAL MARITIME OF SAN DIEGO
540fc14c-5c2b-5fbd-b961-5bc6cd0afa9a,,,,CATTLEMEN'S HERITAGE BEEF COMPANY
5410748d-aa54-5f5b-a568-11343c7e9c74,,,,"GOVERNMENT ENTITIES MUTUAL, INC."
54114a67-e431-53b1-a1be-f919dbdf363e,,,,"PHOTOCURE, INC."
5414dcf7-aae4-5f75-a18c-f449f8166e54,,,,"CITY OF FORT PAYNE, ALABAMA"
5415a5fe-786b-51b9-a1b4-f094a385bc9c,,,,SPACEX
54164831-a09e-558c-b36b-089f31ea4f03,,,,SENSORY ANALYTICS
541771a9-1246-56a7-b798-4b78b914d84b,,,,ABTECH HOLDINGS
5417b137-ecde-5c6c-9ea5-60497a1e4c13,,,,DIGITAL GADGETS
54193b8c-8759-5549-bff1-60a4f7a2d794,,,,AMERICAN COMMITTEE FOR THE WEIZMANN INSTITUTE OF SCIENCE
541a4bb4-2e8d-5826-b7f6-c3af29d68cde,,,,BATES COUNTY SHERIFF'S OFFICE
541c4acf-ff3a-5c9d-9e54-254ab8b2a1b6,,,,TEAMSTER MEMBERS RETIREMENT PLAN
541da8d8-7f25-5232-9f31-87e5bb30c667,,,,"CITY OF COMMERCE, CALIFORNIA"
542521e0-cdf2-5796-bb7d-1b983239b193,,,,WESTERN EXPLORATION LLC
5426333d-1f5a-5cbd-b683-ae6e8794617e,,,,ST FRANCIS HEALTHCARE SYSTEM OF HAWAII
5427fa99-4685-5405-a640-03a536edb68c,,,,TAX INNOVATION EQUALITY (TIE) COALITION
542875be-cc60-574f-8f60-2c8b0c4ab95c,,,,VILLAGE OF MATTESON
54296a14-f2cd-5ffe-bf75-2067708f208b,,,,MICHIGAN SUGAR COMPANY
5429c906-e024-5697-ab8a-2a407557c608,,,,INDIANAPOLIS PUBLIC SCHOOLS
542a0fac-aa68-599b-8224-88046ba2ab4c,,,,WALSH ENTERPRISES INTL
542a7c7d-05ae-56bb-ad96-58123c63910b,,,,LEES-MCRAE COLLEGE
542cfc77-4688-5594-b70a-cd56a47dd29c,,,,SHIFTMED
54307507-3c9f-554e-a718-6a9b2f404ab9,,,,INTERNATIONAL MAPLE SYRUP INSTITUTE
5430b23b-da2c-5fe4-9f7b-18e82709d7f9,,,,OHIO CHILDRENS HOSPITAL ASSOCIATION
5431b59a-b3b4-5f8d-a403-1f90744eb3a2,,,,ALLIED AEROSPACE INDUSTRIED INC (A2I2)
54339dbb-a284-5a65-82af-ae7ebb260f06,,,,VISAGE PAC
543528b8-089f-562d-bd5e-6d6da996a5f3,,,,EDP ENTERPRISES INC
5435fff3-240e-59b2-b8a6-4c226e741055,,,,DATAVAULT HOLDINGS
54362224-e6c5-5f9f-bb98-98c9aea40845,,,,10 TANKER AIR CARRIER LLC
54368bf3-f212-5632-b305-361c8b6d98a1,,,,SUN FOUNDATION
54374f24-ed59-54ac-b9f8-70d77c2d9f61,,,,CHARLOTTESVILLE ALBEMARLE AIRPORT AUTHORITY
5438d672-f716-5897-b571-be32d25ea6bd,,,,TARA TOY CORP
543a9ccb-15f6-5d22-a0c1-5f671acb3764,,,,AMYLIN
543e3f9a-10c2-58cd-89f9-1d0f25075745,,,,MELIORA STRATEGY (ON BEHALF OF THE NASH EDUCATION PROGRAM)
543e6bdf-4efd-5c13-8fff-4cfad14095c1,,,,CITY OF RACINE
543e824e-854c-551d-a35e-522113a4f721,,,,FOSTER INTERSTATE MEDIA INC
5442a3d6-b1b7-5a6a-8d69-326d6c361d7b,,,,"SHINOLA/DETROIT, LLC"
54435cf8-b890-51c4-89be-ad0e8bd23400,,,,CENTER FOR BIOLOGICAL DIVERSITY
544381be-3608-53ff-b964-ede5b1bb0689,,,,PROJECT VESTA
5444c4cd-474b-54f5-ba38-a6841c083380,,,,ERY TENANT LLC
54458cc4-4543-52c1-83cb-d17f0c4dbcfb,,,,"RESILIENT NETWORK SYSTEMS, INC."
5446c866-a9a8-53b6-9bcd-e93022b02069,,,,APPLICATION DEVELOPERS ALLIANCE
5447d03c-fcf7-5f1a-ba38-19db26b2f322,,,,VOICE TRACK TRI-STATE
544b8cb9-737b-5fec-acf1-93b8185bdc72,,,,AGRICULTURE TRANSPORTATION COALITION
54543cc2-0041-5750-9c66-080e185f0b18,,,,IMPLEMENTATION GROUP INC
54544e82-a2e3-58db-8749-d3edd14764fa,,,,MEGAPULSE
5455f0a9-cb6f-5996-91b2-194f3a438131,,,,PATENT OFFICE PROFESSIONAL ASSOCIATION
5456aee6-3eb3-591e-baa3-d0c8210f52b1,,,,SILVER HILL HOSPITAL
5456d007-a523-5473-a295-f7839c45e2e3,,,,BILLY DUMESLE
54585a51-f8f1-51c3-a4e6-bd6b12006563,,,,FOUNDATION FIGHTING BLINDNESS
545861b6-97cf-59db-bca9-08017e45218f,,,,HEALTH CARE DATA INSIGHTS INC
54589465-09fa-5cd2-ae9e-b8b9bbb9c986,,,,TAURUS SYSTEMS GMBH
545c7345-31f5-57c2-952d-d923123c9014,,,,LOS ANGELES COMMUNITY COLLEGE DISTRICT
545d040e-046f-56f5-8ad9-bbbf03977a84,,,,TTX COMPANY
545f3a50-e27c-5d9e-8919-a005fe877856,,,,CENTER FOR COMMUNITY CHANGE ACTION
545f58f1-cce5-52a6-bf40-cf248e361871,,,,THE EXTRA CAMPAIGN
5460f6fc-1a9a-5cc6-8e3e-6cc9ea73757e,,,,REAL ACCESS ALLIANCE
5461c589-243e-5770-8546-66950095503b,,,,COALITION FOR TRUTH IN ENVIRONMENTAL MARKETING
54629279-e15d-5d11-ace4-e3c0b768ee1b,,,,SOUTHERN CALIFORNIA REGIONAL RAIL AUTHORITY
5462a111-2713-5922-a26a-8c7907fbbb0a,,,,CHILDRENS BOARD OF HILLSBOROUGH CO
546380b6-9c9e-55fb-9ece-91b1cd23ace4,,,,BUILDING & CONSTRUCTION TRADES
5463c83e-986b-5bb5-80e7-1f03ab31c208,,,,CITY OF MILPITAS
546523b7-7cbe-51ce-9659-a965cacbf4bd,,,,OPTOPRECISION GMBH
546576ec-7817-57e2-8680-eb992e1f217e,,,,RENSSELAER POLYTECHNIC INSTITUTE
5467c9c5-c271-5f96-8a12-e0fb8bdb8838,,,,SOUTHERN MANAGEMENT CORPORATION
5467df79-eb3c-55b2-a0f2-49b71f6a1cac,,,,FLIGHT OPTIONS
5469903a-c2ff-509f-94b9-e9b144e8cc8f,,,,BIOX CORPORATION
5469e9b7-1731-5667-b29a-bb8d8986a721,,,,BOROUGH OF MANTOLOKING
546b42ef-4394-568e-97d4-c728a208db12,,,,"ASPEN SYSTEMS, INC."
546cdf15-bc6a-54df-99e3-668d3bd7d8e5,,,,"SULLIVAN COUNTY, NH"
546d7125-3459-51ad-9e9e-d1f00181a933,061534,US223568449,326191,JACUZZI BRANDS
546da121-9257-5266-aa67-25b5e6fd679e,,,,LAW OFFICE OF BART S. FISHER FOR POSTALIS BRAZIL
546fb7b6-5969-517d-b215-0100ae31b8d1,,,,AMERICAN FAMILY BUSINESS INSTITUTE
5476e197-d6e8-5bd0-b64e-2bee56cb53dc,,,,ALECTO HEALTHCARE SERVICE FAIRMONT LLC
54789d9d-148d-5af3-ae1e-fec42df491cd,,,,JER PARTNERS
547ab187-d24f-5048-849f-7e8de421a70d,,,,NEW ENGLAND BAPTIST HOSPITAL
547b077d-434b-5b0d-8aef-7e6f4f1e82ec,,,,NATL CONGRESS OF AMERICAN INDIANS
547be731-daf0-5f52-b39c-eb8019512ddb,,,,SOUTHEAST STRATEGIES CONSULTING LLC
547cc60c-e610-5504-94b0-5d400bd5f816,,,,BULGARIAN AMERICAN BUSINESS CENTER
547cd48c-a199-5830-8e45-2d2d8bc9df12,,,,"HELENA WIND, LLC"
547ce415-8f85-5a12-9ddd-603bbb019e48,,,,NATIONAL FIREARMS ACT TRADE AND COLLECTOR'S ASSOCIATION
547d3d7d-6efa-5e04-a4f4-338595f1f3cf,,,,EVEREN SECURITIES
547e909b-f729-50bf-a888-525fee0f2ca8,,,,CRETER VAULT CORP
547fa185-44ed-5954-b7f8-315407f4c7a7,,,,CAPITAL RX INC.
5480c3ae-74f4-55ed-90b0-234e959bf447,,,,ABSOLICS INC.
54842355-265e-520b-ab2e-8527f46e0bc4,,,,STATE OF NORTH DAKOTA
548483f5-e78f-5916-9b6e-b690daa4a6ae,,,,CITY OF DINUBA
5484efda-89ff-5df2-b130-8feed7853420,,,,BACTRACK
5485beb6-fc60-5fd6-a6b9-1d75fcd95eae,,,,PERMIAN BASIN PETROLEUM ASSOCIATION
5485c477-6a18-5a27-89fe-52012bdc5a7a,,,,CEFALY
548678e3-9287-5726-9ab2-0263409362ac,,,,SOCIETY OF GYNECOLOGIC ONCOLOGISTS
5487ee30-14fe-5887-ae76-5dd92269da7b,,,,PROPELLER AIRPORTS
548d5e10-1816-549e-bfbe-9d7bc6cdd964,114377,CA31987NC,2111,CAPITOL PROJECT PARTNERS
548eda3d-d515-55e3-bb80-5e9aecab51f1,,,,VIRGINIA COMMERCIAL SPACE FLIGHT AUTHORITY
5491cd78-15c4-5a96-9f0c-53fb6da10ac7,,,,CARBONE COMPANY R P
54937b73-c6c4-59f8-a0e8-641473b4595a,,,,QUEENS UNIV OF CHARLOTTE
5494c0ba-5e0b-5073-828c-6ad5d97c2427,,,,COALITION FOR INTL JUSTICE
549597c0-93b6-5fd2-86ad-bc271b2dbc7c,,,,THE COALITION FOR EDUCATIONAL SUCCESS
5495ae53-e8a0-5664-af1d-b42ceda85d84,,,,AUTOMOTIVE FREE INTL TRADE PAC
549841cd-3911-5421-94e7-5e15e6ffa599,,,,SMALL BUSINESS ADMINISTRATION OF MICHIGAN
5499a4f6-7778-540f-8667-2d39d50ff78d,,,,INTERNATIONAL LABOR RIGHTS FORUM
549bd54b-019e-595e-9eaa-f15cdfc1efab,,,,"VON BATTEN-MONTAGUE-YORK, L.C. O/B/O THE OCTOBER 20TH, 2020 PROJECT"
549d4fd6-baf7-507a-b28c-812c43ea7cd5,,,,HARTMARX CORP
549e3e0f-5b92-5b6d-8057-5c6b2198f7c8,,,,FEEDING SOUTH FLORIDA
549ecaae-877d-58f5-bf76-aead6bf8f903,,,,"CITY OF GREENSBORO, NORTH CAROLINA"
549ef095-56bc-53a5-8755-2d8167308be1,,,,AINSWORTH IRRIGATION DISTRICT
54a01348-12fa-5aa4-8f8f-1371b3108360,,,,SPONDYLITIS ASSOCIATION OF AMERICA
54a11bcf-074e-5339-9ef9-c96ac0f7375f,017106,,522110,PEOPLES BANK
54a35663-2270-5869-bd25-3cb0ac04bc50,,,,RESOURCE 21
54a5d974-aa41-5170-aefa-b4ffb45e1744,,,,EDGE CREEK PARTNERS ON BEHALF OF MET HOLDING AG
54a5ea6c-c90a-5365-b088-1c050ba696a5,,,,"MARKS AND SOKOLOV, LLC ON BEHALF OF IGOR KOLOMOISKY"
54a7835c-1b60-5f74-9e1f-52baa695fd57,,,,AMERICAN BROADBAND AND TELECOMMUNICATIONS
54a84459-f738-53ea-8633-30b8b1e256ee,,,,"COMPLETE BIO SOLUTIONS, INC."
54a943c3-3096-587a-80bd-ec1efa83e807,,,,NATL COMMITTEE ON PLANNED GIVING
54a9cd7c-4c4f-5ef4-9e74-4b0af343a0e2,,,,"SAVANT HWP, INC."
54a9e18b-875a-59e4-8a1e-41a798e5f91e,,,,BERNARD L MADOFF INVESTMENT SECURITIES
54aabe11-1a62-5213-ae69-a4315b39576c,,,,DENTRUST OPTIMIZED CARE SOLUTIONS
54acf6d7-d70d-54cf-82e2-db04ca718386,,,,ARCTIC SLOPE NATIVE ASSOCIATION
54ade17a-3478-53bb-888a-a51b85a7a842,,,,"HOME INSTEAD, INC."
54ae107d-a627-5d33-ab79-18ab5fdaa0e8,,,,SCHICK SHADEL HOSPITAL
54ae1503-7c96-52f3-a831-1feac330efec,,,,DIRECTECH
54ae1964-1f8f-56ef-b7d4-e9c697e26170,,,,ARDMORE DEVELOPMENT AUTHORITY
54af9a0c-0fff-5c30-b7f8-5ceecd83cd48,,,,THLOPTHLOCCO TRIBAL TOWN
54afe716-e394-597b-8d36-c5d9fb3c8d88,,,,INDIANA SPORTS CORP
54b608dd-ac0b-5822-8bb2-21d0b3fdef7b,,,,AMERICAN FORESTS
54b6921d-b6e7-589b-8b5e-88a118be8fdd,,,,"SOLAROVER, INC."
54be3d4a-54c0-5623-9167-05b4414a9efb,,,,MERCED IRRIGATION DISTRICT
54bee875-5d7f-55c2-b808-c5e66427d959,,,,TIGERCOMM LLC
54c0670b-9121-56a2-a55b-ec9b33c82010,,,,CALIFORNIA TECHNOLOGY COUNCIL
54c2b3e9-3183-5723-af35-667ddfb24c43,,,,SINTEF TELECOM AND INFORMATICS
54c4b8c6-a594-5b35-99a4-c6d9e908db37,,,,GULF COAST STRATEGIC HIGHWAY COALITION
54c5a730-36a6-5cb0-a008-20c20c79f991,,,,JOHN HELM
54c5b210-f232-51ac-9015-642dd49df96c,,,,DRIVE AWAY SOLUTIONS
54c608f7-e61c-570b-96d4-005de5490756,,,,NAID
54c9ffde-9158-5cbf-8d14-18f03227a8e3,004140,,334210,ECI TELECOM
54cc2c38-dfba-5abf-a462-e7205a0ce0e4,,,,JAMISON DEANGELIS
54cd90ef-befb-5aba-940e-2d4311fe30d0,,,,EPIC GROUP
54cdd9d4-3401-5864-8cb2-00e3246fe2f5,,,,NEW YORK HALL OF SCIENCE (FKA PECK MADIGAN JONES OBO NEW YORK HALL OF SCIENCE)
54cf143a-5a00-5efe-889c-cfec7f98804e,,,,CITIZENS FOR WINDSOR ASSOCIATION
54d25eed-2591-5b16-b155-13e1dbe8719b,,,,HYTERA COMMUNICATIONS CORPORATION LIMITED
54d297e4-75ed-5581-9d3a-1c4524095e9e,,,,THE FORUM FOR YOUTH INVESTMENT
54d358f9-27a3-5d79-888a-b73f0c85df6e,,,,MEDESAFE HOLDINGS LIMITED
54d5655d-8519-572c-b5d0-fc6a75016834,,,,BRISCO-DAVIS GROUP
54d5c461-92c7-5164-b3d4-e6a713cc5059,,,,ADARGA
54d7327d-114f-5ee9-a7db-3534fd60ce7d,,,,KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM
54d7c1cd-12f5-502a-a1c6-84c07fe43678,,,,OSCAR M. CERNA
54d82570-2e69-53e4-82bc-6b0681ff2860,,,,RAPID MAT :LLC
54d953f4-c49f-563a-9543-bb14454d4599,,,,UNIVERSAL PARAGON CORPORATION
54dac64a-f12c-564f-8165-34d691e0f797,,,,WASHINGTON GROUP
54dacd95-30dc-5f8b-a152-6ed4be6a37d6,,,,NATIONAL PSORIASIS FOUNDATION
54df3d42-c94d-53fb-81e3-f40d05afc011,,,,SIKH ASSEMBLY OF AMERICA
54e04a50-f4b9-5214-8af6-03243cd58999,,,,ALFALIGHT
54e200c3-c8d2-5aa7-a750-f91a2f06c7f5,113646,US042985553,334510,"ALTON HEALTHCARE, LLC"
54e68d2c-b817-5a7c-97fb-8127967e1bfe,,,,COMMISSION ON GRADUATES OF FOREIGN NURSING SCHOOLS
54e7220d-614c-5997-8a65-9fd88d867bfc,,,,PHARMACY FIRST
54e89b24-3f70-5f07-b3d5-f6d56e67b20a,,,,CMTE TO ADVANCE COMPOUNDING PHARMACY
54e8bb92-01cf-54a0-afe7-4a128853987f,,,,"REBELLION DEFENSE, INC."
54ea747d-f8b7-5ec4-b754-268a0906dd82,,,,SOUTHERN CALIFORNIA ORGAN PROCUREMENT CONSORTIUM
54effd02-cf4d-59a3-b609-45a9c25bc251,,,,CFD RESEARCH CORPORATION
54f08dbf-c3da-58f8-af1d-876a82d6c850,,,,"ARGUS MEDIA, INC"
54f3a0c4-9fd1-5fae-b0fe-709d3b77641e,,,,SCOTCH WHISKY ASSOCIATION
54f4deee-8651-5668-9a9e-6651c0409e9e,,,,CLEAN FREIGHT COALITION
54f6435b-55f5-58e5-b17c-7dc6e0dca846,,,,NACHI AMERICA INC.
54f67cd1-18e5-53c4-bad5-f39f7b861d2c,,,,"CAPITAL BRANDS DISTRIBUTION, LLC"
54f86b99-4aa7-58ed-a824-c61de077a24d,,,,C & C TECHNOLOGIES
54f881a5-eb22-556b-82fd-3297e4f2066c,,,,BANNER LIFE SCIENCES
54f961fa-cd65-5327-82f7-7957b81043ef,,,,INTL ASSN OF REFRIGERATED WAREHOUSE & THE WORLD FOOD LOGISTICS ORGANIZATION
54f9dd06-b1dc-5288-9268-1eee370f3266,,,,JOSEPH MILTON REAL ESTATE INVESTMENTS
54fa245a-3431-5ce0-bb02-9d46a330bcb4,,,,KENNEDY RICE MILL LLC
54fc72a0-0cea-502f-87c3-744535201a87,,,,STARWOOD CAPITAL GROUP
5500c09a-5378-5049-8645-9725603a60b3,,,,CHEYENNE & ARAPAHO TRIBES OF OK
55015562-748f-5dc7-872b-a6a553a21d2a,,,,MERRY OAKS HOMEOWNERS ASSOCIATION
55017887-3ec0-54ec-9f2b-dd67932dbc9a,,,,STARPLUS ENERGY LLC
5504639c-f05a-5b82-ab73-d175e2b3b67e,,,,JONES GROUP
55046c50-3bc6-5cd8-832a-47e092e4c26b,,,,MOVE UP INC
55047627-ba9e-5f17-98a5-9409d541ba98,,,,EXPLORATION CO
550487bc-9f37-5a33-8faf-cca1c2edef24,,,,BRENTWOOD SCHOOL
5504c6f1-947f-5ced-81f0-08e4d082d65e,,,,ARVIZU ADVERTISING & PROMOTIONS
5508a4c8-de0b-5718-bf8c-041b8dd9dee2,,,,ARENT FOX LLP ON BEHALF OF WORK COLLEGE CONSORTIUM
55096d51-dacf-5582-addf-ffe226da8e6b,,,,CORPORACION VALENCIANA DE CEMENTOS PORTLAND SACA
550bf350-e698-5ea3-981a-d049900ed8b7,,,,SUBURBAN MOBILITY AUTHORITY FOR REGIONAL TRANSPORTATION (SMART)
550c7cba-efa8-51b6-97f6-2941974fb060,,,,CALIFORNIA MICROWAVE
550d8516-e52c-5231-bae4-592c13fb5a65,,,,"RICHARDSON STEVEDORING AND LOGISTICS SERVICES, INC."
550e58c2-e39a-54ba-8a9c-abd12d8f71fb,,,,UNITED FRESH PRODUCE ASSOCIATION
550eecae-8fa6-507e-93db-79a548df6c07,,,,PHOENIX GLOBAL ADVISORY GROUP INC.
551071fc-0686-5f86-896f-05054c1e202e,,,,QUALTEK LLC
55136d2c-2828-51d4-a261-419e39a70ce1,,,,POWER AHEAD COALITION
55158829-1068-595c-86d8-a3100603c27b,,,,VYSTAR CREDIT UNION
5516dc29-0f28-5e3f-b9f0-e1a22553b18c,,,,THE MARINE MAMMAL CENTER
551825fc-d51b-5686-90c1-c4102e3c73a1,,,,BIOCHEMICS
551a6e11-0f64-52d8-b9e3-5c80459a0958,,,,ANGLISS INTL
551ab102-4445-55b9-9efb-dfff559030fa,,,,MILLIKIN UNIV
551b1329-1c78-5d34-9abd-e204ced06399,,,,TREATMENT SOLUTIONS 411/JIM BEVELL
551c7dc4-d455-5d98-8297-10f1a581397a,,,,LA SEN
551d1b22-28fc-5d3d-8995-24d104a3e126,,,,TRIPLE AUGHT FOUNDATION
552057e4-6cf7-5b69-8de4-b997415b4660,184957,,336110,"WORKHORSE GROUP, INC."
55215eee-36d1-53a9-ae09-f00370c52492,,,,ALLIANCE FOR SENSIBLE AIRSPACE PLANNING
55237783-dc72-5146-b3a8-2c9fafa31b36,,,,FRESNO UNIFIED SCHOOL DISTRICT
55246954-2ff5-5f0d-b4e0-7ffee9c95c54,,,,NORTH METRO TH 610/10 CROSSING COALITION
55247ace-8b46-58a6-8c06-e28a0d54827b,,,,PHILIPS NORTH AMERICA LLC (FORMERLY REPORTING AS PHILIPS HEALTHCARE/HOLDING)
5524cfbc-e01c-5aa3-b709-a3b3b426730d,,,,SIGNAL INTL
55260c04-a4c9-5746-8c64-98eb700dc592,,,,DOW LOHNES & ALBERTSON
55265928-101c-5b00-91a4-397489521af4,,,,CITY OF WESTON FLORIDA
55266a7d-55cd-5e1e-9890-6546971d3ea0,,,,SIMON WIESENTHAL CENTER
552ae49f-6384-56cf-9c32-10b8e32514d3,,,,BLUE SUN ENERGY
552cc8fa-54bd-5074-93c4-09d119589912,,,,LAKIN LAW FIRM
552d03ef-9882-59ae-9fcc-7e2b1bc70c47,,,,CONNECTICUT CHILDREN'S MEDICAL CENTER
552dea3f-7b6e-59c2-8b62-61be217e3987,,,,PJM INTERCONNECTION LLC
552ee1d8-a2c7-526d-a9a2-0c75bc3fff81,,,,"BULALAW, LLC"
553374f9-9c4a-59b8-b63c-e557c017632c,,,,AMERICAN PUBLIC COMMUNICATIONS COUNCIL
55343095-b1fa-5d24-97fa-3d4c3c61744b,,,,"APW HOLDINGS, LLC"
5537b21e-0540-5e1d-8dd6-30fd1fa68b5c,,,,RECALL RICK SNYDER PAC
553820f0-1b1b-5a76-bbab-ff670528372e,,,,MED-SIMPLE
553be1ec-bdbd-501e-85c9-53ba2a496a67,,,,DATANON
553cdbfb-9508-584c-a201-a6d1da2ccd39,,,,"PRASIDIUX, INC."
553d2376-c509-53a7-8fae-f5864f6f9224,,,,"ENIWARE, LLC"
553e88e4-b444-58e0-9035-f98354324301,,,,IRRIGATION PROJECT REAUTHORIZATION COUNCIL
553f31ec-abcb-5267-b5c4-9bd598ad4e08,,,,ALLIANCE FOR CAPITAL ACCESS
553f7fff-309c-5291-a455-d394f09bf81a,,,,BAKERY AND CONFECTIONERY UNION & INDUSTRY INTERNATIONAL PENSION FUND
553fef99-9c6d-5273-aa93-07577a0fec2d,,,,CORP FOR SUPPORTIVE HOUSING
55405f9a-89ed-5785-a5a6-9d477f912618,,,,BUILD FROM WITHIN ALLIANCE
5543bed6-3b6f-573f-8739-ffd1cb5dfe89,,,,PERFORMING ANIMAL WELFARE SOCIETY
5543e8d9-014a-50ef-b060-d58c5f230a6e,,,,SHASTA COUNTY RESIDENTS FOR POSITIVE COMMUNITY DEVELOPMENT
554659f0-ef4f-5c3f-9689-4ee3ee8500b4,025964,US341712937,332410,"CHART INDUSTRIES, INC."
5549f248-f5c8-51ef-8484-422d460eb947,,,,CYCLIC MATERIALS
554aac8a-e0d2-57b0-8a6b-986a8467b631,,,,CORBIS CORP
554c19e1-5ba6-5851-b737-dea268bc4d8e,,,,LIBERTY ALLIANCE
554d0cd8-ca5d-577e-95dd-2edc43480258,,,,PUBLIC AFFAIRS RESOURCES
554fa73a-a91f-51f2-91c5-935941fbcba7,,,,FRIENDS OF CLEVELAND SCHOOL OF THE ARTS
5550aeab-5f6f-5516-a67f-fdb5ff70c246,,,,CEDAR BAYOU NAVIGATION DISTRICT (NOTE NEW NAME FOR NAVIGATION DISTRICT)
5551335f-f2f6-5b0f-925c-4dba210dcf99,,,,KOCHAVIM BEHAVIORAL HEALTH INC.
55536a30-fb9c-5ef5-9be1-6888a425e6e9,032102,US743064240,531210,"HARRISON, TEMBLADOR, HUNGERFORD, & GUERNSEY ON BEHALF OF D&D LANDHOLDINGS"
5553b932-f7ae-5ae6-b23c-0435b53ebeea,186720,,334413,ECO POWER SOLUTIONS (USA) CORPORATION
555449b5-2a9f-537f-ab51-72bf22c6f188,,,,UNIVERSITY OF ALASKA FAIRBANKS
55545424-4c2f-5e8b-bb49-80b51aa95859,,,,CARBON UTILIZATION RESEARCH COUNCIL (FORMERLY COAL UTILIZATION RESEARCH COUNCIL)
555941cc-d675-51db-8954-bb696b177cde,,,,GREENBERG TRAURIG
5559ab5c-ca6d-54e4-be1b-807192f2dfaa,,,,HEALTHLAND
555d1eac-b124-5fdf-85b1-28cf97b76281,,,,"PEARSON EDUCATION, INC./NCS PEARSON, INC."
555e3fda-6e3e-54e5-899a-9c45d35058be,,,,"BURRELL INTERNATIONAL GROUP (ON BEHALF OF ARSENAL MEDICAL, INC.)"
555e7277-893f-5f7b-b835-6bac90edb481,,,,CIM GROUP
555f1a85-9c28-5771-b91c-12e0162a20c2,,,,L&S SERVICES
555f6e2e-7d85-5c03-aa1e-2a629bd1aa79,,,,CHATTANOOGA METROPOLITAN AIRPORT AUTHORITY
555f81e8-7bc8-55b7-a367-3103e4e26b29,001327,US042302115,334413,"SKYWORKS SOLUTIONS, INC."
5560241d-d65f-5cb8-b719-0a2fa5dc4109,,,,IONATRON INC
55604589-72d1-512a-a09b-ac033548dc4c,,,,LYKES BROTHERS
55606f06-6407-5c16-8078-85d2de285a56,009689,US880200415,524114,SIERRA HEALTH SERVICES
55631f18-eaf0-52ee-b8f6-7a1db0886382,,,,FIRST INTERNATIONAL RESOURCES ON BEHALF OF SAITO TECH LTD.
55639c31-f1a0-5b5c-9d42-4a42d6e8562f,,,,CORPORATE COUNCIL ON AFRICA
5564b0a8-66ff-548a-b08b-f05c0365ca63,,,,THE JOHNS HOPKINS UNIVERSITY APPLIED PHYSICS LABORATORY LLC
5566bd1e-bc17-58bc-99d4-5767db280196,,,,ACE MENTOR PROGRAM
5566fa2b-5902-5033-8025-47b96750f83a,,,,MASUDA ANNA MOHAMADI
5567e57d-2465-5631-9d40-206febac26c8,025921,US650328006,482112,GENESEE & WYOMING INC
55688c59-3369-5bcb-b81d-eed166ba63b6,,,,ARMSTEAD MANAGEMENT LLC
55694bb5-e678-56af-8ca3-a680194bfe51,,,,ANDERSON-ERICKSON DAIRY CO
556960eb-147e-5383-9388-060ca6e44264,,,,ESSENTIAL WORKER IMMIGRATION COALITION
556a1aa4-6f92-5af1-bf65-c425ae66fb69,,,,MR. AYDIN ATALAY
556b3dd3-8598-5507-bf1f-f91a72799c9e,,,,UMBULIZER
556cbaa3-c88a-5ed7-b0d1-a0978e4a42eb,,,,OTTS TRAINING SOLUTIONS
556d111c-d8ec-5f38-b88e-fabb425c8228,,,,RIVER VALLEY REGIONAL INTERMODAL AUTHORITY
55716afd-ed36-554e-a2df-f3068a6e025e,,,,DEBT BUYERS' ASSOCIATION
5571c521-5bd2-5fdb-9239-18c8b8fbd36b,,,,CITY OF WILLIAMSPORT
5571cffe-4de1-53f4-b6de-f11cd959572f,,,,EXXON MOBILE
