cik,name,year,Assets,NetIncomeLoss,Revenues,gvkey,lobbying_spend,roa
2969,AIR PRODUCTS & CHEMICALS INC /DE/,2010,13029100000.0,252000000.0,2195300000.0,,,0.019341320582388653
2969,AIR PRODUCTS & CHEMICALS INC /DE/,2011,5824700000.0,631300000.0,9026000000.0,,,0.10838326437413086
2969,AIR PRODUCTS & CHEMICALS INC /DE/,2012,4581800000.0,268600000.0,2291500000.0,,,0.05862324850495439
2969,AIR PRODUCTS & CHEMICALS INC /DE/,2013,7411900000.0,296000000.0,2321500000.0,,,0.03993577895006679
2969,AIR PRODUCTS & CHEMICALS INC /DE/,2014,399900000.0,104000000.0,3288900000.0,,,0.26006501625406353
2969,AIR PRODUCTS & CHEMICALS INC /DE/,2015,17438100000.0,290000000.0,2634600000.0,,,0.01663025214903
2969,AIR PRODUCTS & CHEMICALS INC /DE/,2016,4232700000.0,324600000.0,232400000.0,,,0.07668863845772202
2969,AIR PRODUCTS & CHEMICALS INC /DE/,2017,279600000.0,-2700000.0,721400000.0,,,-0.009656652360515022
2969,AIR PRODUCTS & CHEMICALS INC /DE/,2018,5904000000.0,299800000.0,236000000.0,,,0.05077913279132791
2969,AIR PRODUCTS & CHEMICALS INC /DE/,2019,325700000.0,473900000.0,0.0,,,1.4550199570156586
2969,AIR PRODUCTS & CHEMICALS INC /DE/,2020,3250800000.0,57700000.0,2216300000.0,,,0.017749477051802635
3545,ALICO INC,2011,180035000.0,-3649000.0,89528000.0,1266.0,,-0.020268281167550754
3545,ALICO INC,2011,180035000.0,-3649000.0,89528000.0,1266.0,,-0.020268281167550754
3545,ALICO INC,2012,6241000.0,,,1266.0,,
3545,ALICO INC,2012,6241000.0,,,1266.0,,
3545,ALICO INC,2013,55768000.0,18489000.0,29344000.0,1266.0,,0.33153421316884235
3545,ALICO INC,2013,55768000.0,18489000.0,29344000.0,1266.0,,0.33153421316884235
3545,ALICO INC,2014,26356000.0,1038000.0,21356000.0,1266.0,,0.039383821520716344
