lob_id,year,lobbying_spend,gvkey
02583105-0873-5e50-84e6-e232606a8b88,2020.0,0.0,30571.0
0282710e-96a9-5217-a0a9-df795438167b,2007.0,100000.0,12459.0
0282710e-96a9-5217-a0a9-df795438167b,2008.0,90000.0,12459.0
0282710e-96a9-5217-a0a9-df795438167b,2009.0,120000.0,12459.0
02e09607-fe4c-5bdf-914f-e919d4cb09ba,2011.0,90000.0,15037.0
02fc525f-fb36-5d2d-b2bf-8aeaf2291e52,2009.0,270000.0,26132.0
02fc525f-fb36-5d2d-b2bf-8aeaf2291e52,2010.0,300000.0,26132.0
02fde50e-cd5d-532e-8fcd-2bba001ff409,1999.0,30000.0,31276.0
02fde50e-cd5d-532e-8fcd-2bba001ff409,2000.0,20000.0,31276.0
02fde50e-cd5d-532e-8fcd-2bba001ff409,2001.0,40000.0,31276.0
02fde50e-cd5d-532e-8fcd-2bba001ff409,2002.0,0.0,31276.0
02fde50e-cd5d-532e-8fcd-2bba001ff409,2003.0,0.0,31276.0
031bb9c6-fdec-5668-981e-4ddff15e6f97,2020.0,200000.0,23337.0
032eb75f-7def-5db9-a2b9-5882b2699f81,2008.0,90000.0,20090.0
032eb75f-7def-5db9-a2b9-5882b2699f81,2009.0,120000.0,20090.0
032eb75f-7def-5db9-a2b9-5882b2699f81,2010.0,190000.0,20090.0
032eb75f-7def-5db9-a2b9-5882b2699f81,2011.0,100000.0,20090.0
032eb75f-7def-5db9-a2b9-5882b2699f81,2012.0,120000.0,20090.0
032eb75f-7def-5db9-a2b9-5882b2699f81,2013.0,180000.0,20090.0
032eb75f-7def-5db9-a2b9-5882b2699f81,2014.0,210000.0,20090.0
032eb75f-7def-5db9-a2b9-5882b2699f81,2023.0,20000.0,20090.0
034f995b-118b-5ca4-9e41-6d87080aea5c,2020.0,160000.0,148930.0
034f995b-118b-5ca4-9e41-6d87080aea5c,2021.0,60000.0,148930.0
03b1f6cd-0546-59d2-97d3-9a31da3063b0,2016.0,300000.0,38916.0
03b1f6cd-0546-59d2-97d3-9a31da3063b0,2017.0,100000.0,38916.0
03b982b8-9e95-57a1-ba07-1c6d00677eb5,2014.0,60000.0,20884.0
03b982b8-9e95-57a1-ba07-1c6d00677eb5,2015.0,160000.0,20884.0
03b982b8-9e95-57a1-ba07-1c6d00677eb5,2016.0,30000.0,20884.0
03cdb745-abdb-558d-97a6-bab5f4859205,2010.0,0.0,18677.0
03d4c789-f11c-533a-a48c-31ba2319170b,2017.0,220000.0,170617.0
03d4c789-f11c-533a-a48c-31ba2319170b,2018.0,200000.0,170617.0
03d4c789-f11c-533a-a48c-31ba2319170b,2019.0,200000.0,170617.0
03d4c789-f11c-533a-a48c-31ba2319170b,2020.0,200000.0,170617.0
03d4c789-f11c-533a-a48c-31ba2319170b,2021.0,250000.0,170617.0
03d4c789-f11c-533a-a48c-31ba2319170b,2022.0,150000.0,170617.0
03e14efc-9e02-5f70-a12b-ef01ab9b8ce0,2020.0,60000.0,28176.0
03e14efc-9e02-5f70-a12b-ef01ab9b8ce0,2021.0,240000.0,28176.0
03e14efc-9e02-5f70-a12b-ef01ab9b8ce0,2022.0,240000.0,28176.0
03e14efc-9e02-5f70-a12b-ef01ab9b8ce0,2023.0,230000.0,28176.0
045fdfcf-cc44-5c13-b869-179ddb5ddfbd,2006.0,60000.0,28191.0
045fdfcf-cc44-5c13-b869-179ddb5ddfbd,2020.0,260000.0,28191.0
045fdfcf-cc44-5c13-b869-179ddb5ddfbd,2021.0,360000.0,28191.0
045fdfcf-cc44-5c13-b869-179ddb5ddfbd,2022.0,360000.0,28191.0
045fdfcf-cc44-5c13-b869-179ddb5ddfbd,2023.0,360000.0,28191.0
04816dea-1f67-58d8-9346-2c6c3757c884,2005.0,30000.0,27928.0
04816dea-1f67-58d8-9346-2c6c3757c884,2006.0,80000.0,27928.0
04816dea-1f67-58d8-9346-2c6c3757c884,2007.0,140000.0,27928.0
04816dea-1f67-58d8-9346-2c6c3757c884,2008.0,200000.0,27928.0
04816dea-1f67-58d8-9346-2c6c3757c884,2009.0,185000.0,27928.0
04816dea-1f67-58d8-9346-2c6c3757c884,2010.0,200000.0,27928.0
04816dea-1f67-58d8-9346-2c6c3757c884,2011.0,200000.0,27928.0
04816dea-1f67-58d8-9346-2c6c3757c884,2012.0,200000.0,27928.0
04816dea-1f67-58d8-9346-2c6c3757c884,2013.0,200000.0,27928.0
04816dea-1f67-58d8-9346-2c6c3757c884,2014.0,230000.0,27928.0
04816dea-1f67-58d8-9346-2c6c3757c884,2015.0,260000.0,27928.0
04816dea-1f67-58d8-9346-2c6c3757c884,2016.0,240000.0,27928.0
04816dea-1f67-58d8-9346-2c6c3757c884,2017.0,240000.0,27928.0
04816dea-1f67-58d8-9346-2c6c3757c884,2018.0,240000.0,27928.0
04816dea-1f67-58d8-9346-2c6c3757c884,2019.0,240000.0,27928.0
04816dea-1f67-58d8-9346-2c6c3757c884,2020.0,220000.0,27928.0
04816dea-1f67-58d8-9346-2c6c3757c884,2021.0,230000.0,27928.0
04816dea-1f67-58d8-9346-2c6c3757c884,2022.0,200000.0,27928.0
04816dea-1f67-58d8-9346-2c6c3757c884,2023.0,260000.0,27928.0
048e8592-8387-5668-9eeb-4d630960de2a,1999.0,0.0,1920.0
048e8592-8387-5668-9eeb-4d630960de2a,2000.0,0.0,1920.0
048e8592-8387-5668-9eeb-4d630960de2a,2001.0,0.0,1920.0
048e8592-8387-5668-9eeb-4d630960de2a,2002.0,0.0,1920.0
048e8592-8387-5668-9eeb-4d630960de2a,2003.0,0.0,1920.0
048e8592-8387-5668-9eeb-4d630960de2a,2004.0,0.0,1920.0
048e8592-8387-5668-9eeb-4d630960de2a,2005.0,0.0,1920.0
048e8592-8387-5668-9eeb-4d630960de2a,2006.0,0.0,1920.0
048e8592-8387-5668-9eeb-4d630960de2a,2007.0,0.0,1920.0
048e8592-8387-5668-9eeb-4d630960de2a,2008.0,0.0,1920.0
04bc1db0-6ea2-565e-a4e2-9d683617b8c0,2007.0,150000.0,187692.0
04bc1db0-6ea2-565e-a4e2-9d683617b8c0,2008.0,180000.0,187692.0
04bc1db0-6ea2-565e-a4e2-9d683617b8c0,2009.0,40000.0,187692.0
04bc1db0-6ea2-565e-a4e2-9d683617b8c0,2011.0,20000.0,187692.0
04bc1db0-6ea2-565e-a4e2-9d683617b8c0,2016.0,90000.0,187692.0
04bc1db0-6ea2-565e-a4e2-9d683617b8c0,2017.0,170000.0,187692.0
04bc1db0-6ea2-565e-a4e2-9d683617b8c0,2018.0,120000.0,187692.0
04bc1db0-6ea2-565e-a4e2-9d683617b8c0,2019.0,200000.0,187692.0
04bc1db0-6ea2-565e-a4e2-9d683617b8c0,2020.0,210000.0,187692.0
04bc1db0-6ea2-565e-a4e2-9d683617b8c0,2021.0,200000.0,187692.0
04bc1db0-6ea2-565e-a4e2-9d683617b8c0,2022.0,250000.0,187692.0
04c47355-6ff9-52e3-bff3-db73181ccdd1,2004.0,40000.0,2184.0
04c47355-6ff9-52e3-bff3-db73181ccdd1,2005.0,750000.0,2184.0
04c47355-6ff9-52e3-bff3-db73181ccdd1,2006.0,77600.0,2184.0
04c47355-6ff9-52e3-bff3-db73181ccdd1,2007.0,0.0,2184.0
04c47355-6ff9-52e3-bff3-db73181ccdd1,2010.0,20000.0,2184.0
04c47355-6ff9-52e3-bff3-db73181ccdd1,2011.0,20000.0,2184.0
04c47355-6ff9-52e3-bff3-db73181ccdd1,2013.0,100000.0,2184.0
04c47355-6ff9-52e3-bff3-db73181ccdd1,2014.0,210000.0,2184.0
04c47355-6ff9-52e3-bff3-db73181ccdd1,2018.0,20000.0,2184.0
04c47355-6ff9-52e3-bff3-db73181ccdd1,2019.0,10000.0,2184.0
04f12135-88df-579f-9d83-1f2ea4d9600d,1999.0,62000.0,61441.0
04f12135-88df-579f-9d83-1f2ea4d9600d,2000.0,152000.0,61441.0
04f12135-88df-579f-9d83-1f2ea4d9600d,2001.0,12000.0,61441.0
04f12135-88df-579f-9d83-1f2ea4d9600d,2002.0,12000.0,61441.0
04f12135-88df-579f-9d83-1f2ea4d9600d,2005.0,200000.0,61441.0
04f12135-88df-579f-9d83-1f2ea4d9600d,2006.0,200000.0,61441.0
04f12135-88df-579f-9d83-1f2ea4d9600d,2007.0,200000.0,61441.0
04f12135-88df-579f-9d83-1f2ea4d9600d,2018.0,120000.0,61441.0
04f12135-88df-579f-9d83-1f2ea4d9600d,2019.0,120000.0,61441.0
04fdfa37-8cb1-5cfa-8e5c-3138d80894ea,2001.0,0.0,24708.0
04fdfa37-8cb1-5cfa-8e5c-3138d80894ea,2003.0,0.0,24708.0
04fdfa37-8cb1-5cfa-8e5c-3138d80894ea,2007.0,120000.0,24708.0
04fdfa37-8cb1-5cfa-8e5c-3138d80894ea,2008.0,320000.0,24708.0
04fdfa37-8cb1-5cfa-8e5c-3138d80894ea,2009.0,410000.0,24708.0
04fdfa37-8cb1-5cfa-8e5c-3138d80894ea,2010.0,380000.0,24708.0
04fdfa37-8cb1-5cfa-8e5c-3138d80894ea,2011.0,220000.0,24708.0
04fdfa37-8cb1-5cfa-8e5c-3138d80894ea,2012.0,200000.0,24708.0
04fdfa37-8cb1-5cfa-8e5c-3138d80894ea,2013.0,200000.0,24708.0
04fdfa37-8cb1-5cfa-8e5c-3138d80894ea,2014.0,200000.0,24708.0
04fdfa37-8cb1-5cfa-8e5c-3138d80894ea,2015.0,200000.0,24708.0
04fdfa37-8cb1-5cfa-8e5c-3138d80894ea,2016.0,170000.0,24708.0
04fdfa37-8cb1-5cfa-8e5c-3138d80894ea,2022.0,0.0,24708.0
051249fc-3052-5b05-b565-189da9e966df,2016.0,150000.0,13664.0
051cb5ae-bf2e-54cc-a7b8-4177efc300e9,2019.0,70000.0,30443.0
051cb5ae-bf2e-54cc-a7b8-4177efc300e9,2020.0,330000.0,30443.0
051cb5ae-bf2e-54cc-a7b8-4177efc300e9,2021.0,770000.0,30443.0
051cb5ae-bf2e-54cc-a7b8-4177efc300e9,2022.0,470000.0,30443.0
051cb5ae-bf2e-54cc-a7b8-4177efc300e9,2023.0,120000.0,30443.0
054ac040-859b-5450-8b7d-366b7336de5e,1999.0,4220000.0,4510.0
054ac040-859b-5450-8b7d-366b7336de5e,2000.0,2750000.0,4510.0
054ac040-859b-5450-8b7d-366b7336de5e,2001.0,1812000.0,4510.0
054ac040-859b-5450-8b7d-366b7336de5e,2002.0,1120000.0,4510.0
054ac040-859b-5450-8b7d-366b7336de5e,2003.0,812280.0,4510.0
054ac040-859b-5450-8b7d-366b7336de5e,2004.0,890000.0,4510.0
054ac040-859b-5450-8b7d-366b7336de5e,2005.0,1423908.0,4510.0
054ac040-859b-5450-8b7d-366b7336de5e,2006.0,1403018.0,4510.0
054ac040-859b-5450-8b7d-366b7336de5e,2007.0,1800117.0,4510.0
054ac040-859b-5450-8b7d-366b7336de5e,2008.0,1580000.0,4510.0
054ac040-859b-5450-8b7d-366b7336de5e,2009.0,1327000.0,4510.0
054ac040-859b-5450-8b7d-366b7336de5e,2010.0,1260000.0,4510.0
054ac040-859b-5450-8b7d-366b7336de5e,2011.0,1510000.0,4510.0
054ac040-859b-5450-8b7d-366b7336de5e,2012.0,1467000.0,4510.0
054ac040-859b-5450-8b7d-366b7336de5e,2013.0,1630000.0,4510.0
054ac040-859b-5450-8b7d-366b7336de5e,2014.0,1325000.0,4510.0
054ac040-859b-5450-8b7d-366b7336de5e,2015.0,1253688.0,4510.0
054ac040-859b-5450-8b7d-366b7336de5e,2016.0,1222290.0,4510.0
054ac040-859b-5450-8b7d-366b7336de5e,2017.0,1255680.0,4510.0
054ac040-859b-5450-8b7d-366b7336de5e,2018.0,997279.0,4510.0
054ac040-859b-5450-8b7d-366b7336de5e,2019.0,924283.0,4510.0
054ac040-859b-5450-8b7d-366b7336de5e,2020.0,770000.0,4510.0
054ac040-859b-5450-8b7d-366b7336de5e,2021.0,509000.0,4510.0
054ac040-859b-5450-8b7d-366b7336de5e,2022.0,530000.0,4510.0
054ac040-859b-5450-8b7d-366b7336de5e,2023.0,540000.0,4510.0
0572b6b8-264a-54bb-8318-baa4b5ba9adc,1999.0,400000.0,25655.0
0572b6b8-264a-54bb-8318-baa4b5ba9adc,2000.0,600000.0,25655.0
0572b6b8-264a-54bb-8318-baa4b5ba9adc,2001.0,300000.0,25655.0
0572b6b8-264a-54bb-8318-baa4b5ba9adc,2002.0,300000.0,25655.0
0572b6b8-264a-54bb-8318-baa4b5ba9adc,2003.0,300000.0,25655.0
0572b6b8-264a-54bb-8318-baa4b5ba9adc,2004.0,400000.0,25655.0
0572b6b8-264a-54bb-8318-baa4b5ba9adc,2005.0,320000.0,25655.0
0572b6b8-264a-54bb-8318-baa4b5ba9adc,2006.0,150000.0,25655.0
0572b6b8-264a-54bb-8318-baa4b5ba9adc,2007.0,300000.0,25655.0
0572b6b8-264a-54bb-8318-baa4b5ba9adc,2008.0,200000.0,25655.0
0572b6b8-264a-54bb-8318-baa4b5ba9adc,2009.0,200000.0,25655.0
0572b6b8-264a-54bb-8318-baa4b5ba9adc,2010.0,275000.0,25655.0
0572b6b8-264a-54bb-8318-baa4b5ba9adc,2011.0,300000.0,25655.0
0572b6b8-264a-54bb-8318-baa4b5ba9adc,2012.0,260000.0,25655.0
0572b6b8-264a-54bb-8318-baa4b5ba9adc,2013.0,405000.0,25655.0
0572b6b8-264a-54bb-8318-baa4b5ba9adc,2014.0,345000.0,25655.0
0572b6b8-264a-54bb-8318-baa4b5ba9adc,2015.0,385000.0,25655.0
0572b6b8-264a-54bb-8318-baa4b5ba9adc,2016.0,335000.0,25655.0
0572b6b8-264a-54bb-8318-baa4b5ba9adc,2017.0,330000.0,25655.0
0572b6b8-264a-54bb-8318-baa4b5ba9adc,2019.0,420000.0,25655.0
0572b6b8-264a-54bb-8318-baa4b5ba9adc,2020.0,550000.0,25655.0
0572b6b8-264a-54bb-8318-baa4b5ba9adc,2021.0,300000.0,25655.0
0572b6b8-264a-54bb-8318-baa4b5ba9adc,2022.0,340000.0,25655.0
0572b6b8-264a-54bb-8318-baa4b5ba9adc,2023.0,280000.0,25655.0
05c1e10b-bbca-5987-b8e5-c8d7b81ba5e0,2021.0,90000.0,7409.0
06158aab-edd9-5ad6-86d6-aebd944e8baf,2022.0,90000.0,39097.0
06158aab-edd9-5ad6-86d6-aebd944e8baf,2023.0,210000.0,39097.0
064f09a3-3c0e-5ece-995f-98242a18b3e2,1999.0,120000.0,144435.0
064f09a3-3c0e-5ece-995f-98242a18b3e2,2000.0,120000.0,144435.0
064f09a3-3c0e-5ece-995f-98242a18b3e2,2001.0,120000.0,144435.0
064f09a3-3c0e-5ece-995f-98242a18b3e2,2002.0,60000.0,144435.0
064f09a3-3c0e-5ece-995f-98242a18b3e2,2003.0,20000.0,144435.0
06bdee0d-447d-5337-b2fd-80e3556902a5,2021.0,230000.0,177257.0
06bdee0d-447d-5337-b2fd-80e3556902a5,2022.0,250000.0,177257.0
06bdee0d-447d-5337-b2fd-80e3556902a5,2023.0,260000.0,177257.0
06cbc396-5d96-5ae1-b13e-9b2503dd6f9d,2021.0,0.0,2271.0
06f44d0a-393d-528b-a596-702256e9a7fb,2003.0,140000.0,10121.0
06f44d0a-393d-528b-a596-702256e9a7fb,2004.0,40000.0,10121.0
06f44d0a-393d-528b-a596-702256e9a7fb,2020.0,20000.0,10121.0
0714556f-7b14-53b0-a7dd-a79c9c6c22b8,2021.0,30000.0,39277.0
0714556f-7b14-53b0-a7dd-a79c9c6c22b8,2022.0,40000.0,39277.0
0714556f-7b14-53b0-a7dd-a79c9c6c22b8,2023.0,20000.0,39277.0
07193988-d1b9-56d1-a5e6-51033e65db2e,2002.0,180000.0,28524.0
07193988-d1b9-56d1-a5e6-51033e65db2e,2003.0,100000.0,28524.0
076fa43b-e54a-5440-99ee-308755cdf406,1999.0,20000.0,183640.0
076fa43b-e54a-5440-99ee-308755cdf406,2001.0,60000.0,183640.0
076fa43b-e54a-5440-99ee-308755cdf406,2002.0,200000.0,183640.0
076fa43b-e54a-5440-99ee-308755cdf406,2003.0,180000.0,183640.0
07c7b865-db0f-5892-a39c-9ed75fab0897,1999.0,3740814.0,1045.0
07c7b865-db0f-5892-a39c-9ed75fab0897,2000.0,3220762.0,1045.0
07c7b865-db0f-5892-a39c-9ed75fab0897,2001.0,4605000.0,1045.0
07c7b865-db0f-5892-a39c-9ed75fab0897,2002.0,4443428.0,1045.0
07c7b865-db0f-5892-a39c-9ed75fab0897,2003.0,3215000.0,1045.0
07c7b865-db0f-5892-a39c-9ed75fab0897,2004.0,2845000.0,1045.0
07c7b865-db0f-5892-a39c-9ed75fab0897,2005.0,4433503.0,1045.0
07c7b865-db0f-5892-a39c-9ed75fab0897,2006.0,4730136.0,1045.0
07c7b865-db0f-5892-a39c-9ed75fab0897,2007.0,6290000.0,1045.0
07c7b865-db0f-5892-a39c-9ed75fab0897,2008.0,6580000.0,1045.0
07c7b865-db0f-5892-a39c-9ed75fab0897,2009.0,7440000.0,1045.0
07c7b865-db0f-5892-a39c-9ed75fab0897,2010.0,7050000.0,1045.0
07c7b865-db0f-5892-a39c-9ed75fab0897,2011.0,5209600.0,1045.0
07c7b865-db0f-5892-a39c-9ed75fab0897,2012.0,5510000.0,1045.0
07c7b865-db0f-5892-a39c-9ed75fab0897,2013.0,4430000.0,1045.0
07c7b865-db0f-5892-a39c-9ed75fab0897,2014.0,5539375.0,1045.0
07c7b865-db0f-5892-a39c-9ed75fab0897,2015.0,6767500.0,1045.0
07c7b865-db0f-5892-a39c-9ed75fab0897,2016.0,8230000.0,1045.0
07c7b865-db0f-5892-a39c-9ed75fab0897,2017.0,7618000.0,1045.0
07c7b865-db0f-5892-a39c-9ed75fab0897,2018.0,6325000.0,1045.0
07c7b865-db0f-5892-a39c-9ed75fab0897,2019.0,6160000.0,1045.0
07c7b865-db0f-5892-a39c-9ed75fab0897,2020.0,4615000.0,1045.0
07c7b865-db0f-5892-a39c-9ed75fab0897,2021.0,4662500.0,1045.0
07c7b865-db0f-5892-a39c-9ed75fab0897,2022.0,5265000.0,1045.0
07c7b865-db0f-5892-a39c-9ed75fab0897,2023.0,5255000.0,1045.0
0841c669-9437-5931-b893-c06c9c0186fb,1999.0,130600.0,154373.0
0841c669-9437-5931-b893-c06c9c0186fb,2000.0,266000.0,154373.0
0841c669-9437-5931-b893-c06c9c0186fb,2001.0,254000.0,154373.0
0841c669-9437-5931-b893-c06c9c0186fb,2002.0,343000.0,154373.0
0841c669-9437-5931-b893-c06c9c0186fb,2003.0,70000.0,154373.0
0841c669-9437-5931-b893-c06c9c0186fb,2004.0,310000.0,154373.0
0841c669-9437-5931-b893-c06c9c0186fb,2005.0,280000.0,154373.0
0841c669-9437-5931-b893-c06c9c0186fb,2006.0,280000.0,154373.0
0841c669-9437-5931-b893-c06c9c0186fb,2007.0,300000.0,154373.0
0841c669-9437-5931-b893-c06c9c0186fb,2008.0,290000.0,154373.0
0841c669-9437-5931-b893-c06c9c0186fb,2009.0,235000.0,154373.0
0841c669-9437-5931-b893-c06c9c0186fb,2010.0,300000.0,154373.0
0841c669-9437-5931-b893-c06c9c0186fb,2011.0,360000.0,154373.0
0841c669-9437-5931-b893-c06c9c0186fb,2012.0,220000.0,154373.0
0841c669-9437-5931-b893-c06c9c0186fb,2013.0,60000.0,154373.0
0841c669-9437-5931-b893-c06c9c0186fb,2014.0,70000.0,154373.0
0841c669-9437-5931-b893-c06c9c0186fb,2015.0,70000.0,154373.0
0841c669-9437-5931-b893-c06c9c0186fb,2016.0,80000.0,154373.0
0841c669-9437-5931-b893-c06c9c0186fb,2017.0,80000.0,154373.0
0841c669-9437-5931-b893-c06c9c0186fb,2018.0,80000.0,154373.0
0841c669-9437-5931-b893-c06c9c0186fb,2019.0,80000.0,154373.0
0841c669-9437-5931-b893-c06c9c0186fb,2020.0,300000.0,154373.0
0841c669-9437-5931-b893-c06c9c0186fb,2021.0,320000.0,154373.0
0841c669-9437-5931-b893-c06c9c0186fb,2022.0,320000.0,154373.0
0841c669-9437-5931-b893-c06c9c0186fb,2023.0,320000.0,154373.0
0850aac4-e696-5735-8200-7b8de943daa2,2006.0,0.0,164335.0
0850aac4-e696-5735-8200-7b8de943daa2,2007.0,85000.0,164335.0
0850aac4-e696-5735-8200-7b8de943daa2,2008.0,0.0,164335.0
0850aac4-e696-5735-8200-7b8de943daa2,2009.0,70000.0,164335.0
0850aac4-e696-5735-8200-7b8de943daa2,2010.0,120000.0,164335.0
087499a3-77e0-50e6-8acd-f375a5f83f7c,2001.0,0.0,38288.0
08a19bbe-4457-5662-a4c6-ff3c04c0b1e1,1999.0,100000.0,30463.0
08a19bbe-4457-5662-a4c6-ff3c04c0b1e1,2000.0,40000.0,30463.0
